STATUS;ORBITAL_PERIOD_DAYS;TRANSIT_DURATION_HOURS;TRANSIT_DEPTH_PPM;PLANET_RADIUS_REARTH;PLANET_INSOLATION_EFLUX;PLANET_EQ_TEMP_K;STELLAR_TEFF_K;STELLAR_LOGG_CMS2;STELLAR_RADIUS_RSUN
CONFIRMED;11.32977062;3.845;162.4;1.37;126.21;855.0;5821.0;4.355;1.085
CONFIRMED;23.20579353;4.3243;342.5;5.86;238.21;1002.0;5460.0;3.626;3.231
CONFIRMED;6.07972016;7.1228;290.8;2.32;360.77;1111.0;5460.0;4.139;1.346
CANDIDATE;275.07365;3.37;228.9;1.86;2.0;303.0;5604.0;4.226;1.187
CONFIRMED;14.40090414;4.1682;379.6;2.71;111.24;828.0;5815.0;4.27;1.198
CONFIRMED;7.69363627;5.0324;295.1;2.12;308.61;1069.0;6086.0;4.274;1.216
CONFIRMED;21.3851584;4.0819;663.9;2.17;25.63;574.0;5376.0;4.516;0.825
CONFIRMED;5.37493289;3.9567;155.8;2.12;942.35;1413.0;6167.0;4.037;1.689
CONFIRMED;8.58600968;3.3443;102.1;1.84;503.98;1208.0;6167.0;4.037;1.689
CANDIDATE;4.50158249;1.855;175.7;0.73;49.21;676.0;4339.0;4.711;0.553
CONFIRMED;3.88688862;3.683;58.3;1.29;1448.04;1574.0;6167.0;4.037;1.689
FALSE POSITIVE;2.192009479;2.9453;1475.6;35.9;1030.69;1446.0;5499.0;4.28;1.125
FALSE POSITIVE;8.254912972;6.8822;19242.0;11.86;93.46;793.0;5366.0;4.5;0.835
CONFIRMED;2.628117322;1.8289;936.8;1.77;69.56;737.0;3939.0;4.705;0.557
CANDIDATE;5.06546874;2.203;121.1;0.62;29.01;592.0;3939.0;4.705;0.557
FALSE POSITIVE;3.170626881;2.7189;14610.0;14.37;704.88;1314.0;6068.0;4.428;1.034
CANDIDATE;5.89399142;1.2737;10993.0;11.16;185.03;940.0;5713.0;4.541;0.893
CONFIRMED;25.6613816;4.459;166.5;1.78;51.48;683.0;5815.0;4.27;1.198
CONFIRMED;10.21418792;5.8201;303.8;2.29;198.34;957.0;5843.0;4.25;1.332
CONFIRMED;2.755637216;1.8559;536.7;1.37;77.57;757.0;4121.0;4.709;0.553
FALSE POSITIVE;36.2671673;2.065;627.1;1.5;3.44;347.0;4264.0;4.637;0.62
CONFIRMED;14.91095177;3.325;864.5;2.62;54.87;694.0;5650.0;4.5;0.899
CONFIRMED;20.30652862;2.8014;715.4;1.58;5.4;389.0;4121.0;4.709;0.553
CONFIRMED;44.6996563;6.2289;837.7;3.05;14.81;500.0;5497.0;4.394;1.046
CONFIRMED;3.619309734;3.0504;206.6;1.47;422.53;1156.0;5497.0;4.394;1.046
CONFIRMED;124.5245224;9.654;689.9;2.69;3.78;356.0;5497.0;4.394;1.046
CANDIDATE;7.6720844;3.451;75.1;0.72;138.74;875.0;5972.0;4.57;0.807
FALSE POSITIVE;2.178150857;1.931;162.5;1.11;636.74;1282.0;5691.0;4.56;0.836
FALSE POSITIVE;2.178150567;3.5065;511.3;34.19;2457.28;1796.0;6820.0;4.328;1.254
FALSE POSITIVE;25.33709016;9.664;2279.4;3.47;6.93;414.0;4469.0;4.625;0.635
FALSE POSITIVE;4.396999852;1.875;4576.8;13.57;543.48;1231.0;5949.0;4.311;1.156
CONFIRMED;14.28228147;2.6588;983.2;1.82;9.38;446.0;4102.0;4.675;0.595
CANDIDATE;3.251659087;1.5286;4747.9;9.83;865.87;1384.0;6367.0;4.419;1.087
FALSE POSITIVE;1.16015259;1.3433;170.2;1.4;2229.29;1751.0;5842.0;4.433;0.985
CONFIRMED;3.743166733;3.6888;126.3;1.5;971.76;1423.0;6181.0;4.234;1.331
CONFIRMED;13.13747785;4.8655;212.8;1.85;109.68;825.0;5762.0;4.314;1.143
CONFIRMED;7.78199862;3.947;106.9;1.32;220.8;983.0;5762.0;4.314;1.143
FALSE POSITIVE;2.2227289;2.617;279.1;34.14;93172.12;4454.0;4996.0;2.354;20.848
CONFIRMED;23.4433748;5.768;85.0;1.29;50.72;681.0;5762.0;4.314;1.143
CONFIRMED;5.868066282;4.1246;436.5;3.6;584.32;1254.0;5918.0;4.127;1.555
CONFIRMED;1.61189046;3.0792;101.1;1.72;3267.98;1930.0;5918.0;4.127;1.555
CONFIRMED;9.940666412;3.9092;520.2;2.87;233.04;996.0;6215.0;4.305;1.259
CONFIRMED;4.182001885;2.2209;847.4;2.46;213.29;974.0;5328.0;4.551;0.865
CANDIDATE;66.47762;4.487;553.5;1.83;5.34;388.0;5515.0;4.592;0.775
FALSE POSITIVE;1.621668852;1.7517;7662.0;32.76;1546.28;1598.0;6106.0;4.487;0.966
CANDIDATE;26.89316101;2.3266;2193.2;6.78;33.54;614.0;6096.0;4.511;0.908
CONFIRMED;14.70749512;3.1506;262.0;2.04;106.22;819.0;5676.0;4.247;1.28
CONFIRMED;20.73989406;3.1505;616.1;2.11;19.47;536.0;5132.0;4.571;0.77
CONFIRMED;47.4277116;5.2679;820.4;2.33;6.46;407.0;5132.0;4.571;0.77
FALSE POSITIVE;5.07442951;4.064;250.2;1.38;175.75;929.0;5448.0;4.562;0.857
CONFIRMED;12.874712426;2.2491;3860.7;11.26;173.5;926.0;5963.0;4.218;1.424
FALSE POSITIVE;176.2432946;5.0423;4981.4;48.15;3.68;353.0;5559.0;4.209;1.231
CONFIRMED;3.07155284;4.0935;86.0;1.65;1389.97;1556.0;5918.0;4.127;1.555
CONFIRMED;22.24814617;4.1483;613.7;2.72;32.58;609.0;5629.0;4.503;0.943
CANDIDATE;0.702739679;1.379;65.1;0.73;2292.96;1765.0;5269.0;4.508;0.836
FALSE POSITIVE;4.305219002;2.6845;9738.6;10.34;370.84;1119.0;5780.0;4.438;1.0
FALSE POSITIVE;13.779711352;7.63871;25479.0;47.58;848.24;1376.0;6444.0;3.643;2.947
CONFIRMED;2.508057497;1.1134;1507.6;3.25;234.06;997.0;4780.0;4.597;0.761
FALSE POSITIVE;5.07437786;5.942;605.7;23.71;244.04;1008.0;5661.0;4.48;0.919
CONFIRMED;0.900375925;1.257;41.4;0.82;4399.18;2078.0;5676.0;4.247;1.28
CONFIRMED;4.585466941;3.4437;383.5;3.29;688.54;1307.0;5788.0;4.16;1.495
CONFIRMED;22.71443351;6.0875;575.1;4.01;81.57;766.0;5788.0;4.16;1.495
CONFIRMED;47.903427;6.191;379.3;3.55;30.17;598.0;5788.0;4.16;1.495
CONFIRMED;9.034190783;1.5501;577.6;1.8;27.87;586.0;4499.0;4.635;0.639
FALSE POSITIVE;1.433339604;1.3665;305.2;2.08;1873.33;1677.0;6077.0;4.471;0.999
FALSE POSITIVE;37.86511904;2.9799;6941.7;40.36;19.31;535.0;5858.0;4.495;0.963
CONFIRMED;9.07098164;2.6903;1026.2;2.94;109.61;825.0;5672.0;4.506;0.929
FALSE POSITIVE;2.879243323;2.6273;48050.0;21.02;565.39;1244.0;5941.0;4.533;0.885
CONFIRMED;45.15535633;5.7845;6208.7;7.65;17.68;523.0;6046.0;4.486;0.972
CONFIRMED;9.48965527;3.587;262.2;2.16;173.79;926.0;5672.0;4.279;1.204
CONFIRMED;4.22865217;3.3275;150.0;1.83;854.59;1379.0;5966.0;4.169;1.499
FALSE POSITIVE;2.85889907;1.465;55.7;0.73;226.09;989.0;4973.0;4.603;0.754
CONFIRMED;7.46662068;3.87;120.9;1.65;401.08;1141.0;5966.0;4.169;1.499
CONFIRMED;16.25951967;3.854;129.5;1.72;142.1;880.0;5966.0;4.169;1.499
CONFIRMED;11.1317901;4.051;95.5;1.47;235.55;999.0;5966.0;4.169;1.499
CONFIRMED;28.1224393;4.174;194.3;0.9;6.13;401.0;4499.0;4.635;0.639
CONFIRMED;11.427550984;4.6074;500.9;2.35;124.31;852.0;5979.0;4.394;1.005
FALSE POSITIVE;0.983304511;1.78;79.9;1.1;4774.53;2121.0;6363.0;4.386;1.198
CONFIRMED;45.9029768;5.0041;361.8;1.18;3.19;341.0;4499.0;4.635;0.639
CONFIRMED;4.159816554;1.6261;160.3;0.86;78.4;759.0;4499.0;4.635;0.639
CONFIRMED;5.69059163;2.557;1384.3;3.1;129.31;860.0;5244.0;4.538;0.81
CONFIRMED;4.885488596;5.16165;7458.4;16.66;1182.79;1496.0;6036.0;3.968;1.909
CONFIRMED;130.17802962;8.4534;11571.0;10.44;4.31;367.0;6046.0;4.486;0.972
CONFIRMED;85.3162004;2.7441;1902.6;6.34;7.57;423.0;6046.0;4.486;0.972
CANDIDATE;17.761998411;2.4644;24177.0;14.25;19.78;538.0;5088.0;4.612;0.669
CANDIDATE;155.042265;9.848;4880.9;26.44;16.15;511.0;4994.0;3.509;3.322
CONFIRMED;10.34973276;4.4859;119.0;1.44;177.25;930.0;6003.0;4.303;1.109
CONFIRMED;16.08786246;3.095;612.5;2.56;47.17;668.0;5506.0;4.473;0.914
CANDIDATE;25.0032023;5.498;64.1;1.47;116.27;837.0;6148.0;4.055;1.685
CONFIRMED;41.74938613;5.6098;1055.4;2.94;13.22;486.0;5506.0;4.473;0.914
FALSE POSITIVE;0.56680081;3.6116;127.7;1.02;4065.92;2038.0;5506.0;4.473;0.914
CONFIRMED;4.41746257;2.965;291.0;3.95;2536.07;1810.0;6570.0;3.86;2.297
CONFIRMED;8.981014925;1.8478;1059.3;3.14;141.77;880.0;5666.0;4.362;0.967
CONFIRMED;16.33888067;9.3599;1718.4;10.47;203.31;963.0;4877.0;3.645;2.595
FALSE POSITIVE;39.1307086;2.295;201.0;1.54;30.75;600.0;6295.0;4.401;1.08
CONFIRMED;10.04157214;2.6577;1114.0;2.97;60.74;712.0;5244.0;4.538;0.81
CONFIRMED;18.36974658;2.939;1143.3;3.58;27.14;582.0;5244.0;4.538;0.81
CONFIRMED;2.79590004;2.056;383.7;1.66;333.31;1090.0;5244.0;4.538;0.81
CONFIRMED;13.72462702;6.9758;281.8;2.13;112.82;831.0;5817.0;4.293;1.171
CONFIRMED;46.40626;7.0281;469.1;2.66;28.23;588.0;6086.0;4.276;1.227
CANDIDATE;80.84069;8.567;9326.0;15.11;14.83;500.0;5511.0;4.069;1.597
CONFIRMED;15.67750191;5.5082;115.5;1.42;101.79;810.0;6003.0;4.303;1.109
CONFIRMED;5.59931543;3.8944;84.8;1.22;402.39;1142.0;6003.0;4.303;1.109
CONFIRMED;25.2100146;6.553;62.1;0.95;54.06;691.0;6003.0;4.303;1.109
CONFIRMED;17.79001678;4.4116;871.4;2.7;43.5;655.0;5569.0;4.474;0.927
CONFIRMED;49.5674085;4.002;730.0;2.91;11.09;465.0;5569.0;4.474;0.927
CONFIRMED;6.790120801;6.0437;2302.3;9.86;998.97;1434.0;6372.0;3.954;2.001
FALSE POSITIVE;1.655467295;3.2424;1059.4;2.17;322.97;1080.0;4583.0;4.6;0.695
CONFIRMED;7.972510087;2.9754;3139.0;3.22;14.45;497.0;3912.0;4.728;0.533
CONFIRMED;2.453236139;1.6691;1723.2;2.26;69.36;737.0;3912.0;4.728;0.533
FALSE POSITIVE;11.9710626;2.7607;421.8;5.84;280.97;1044.0;6312.0;4.127;1.464
CONFIRMED;6.0404622;1.98;241.0;1.3;118.56;841.0;5297.0;4.578;0.825
CONFIRMED;4.13852825;2.281;256.5;1.3;196.51;954.0;5297.0;4.578;0.825
CONFIRMED;3.936993144;1.887;1266.0;3.36;240.16;1004.0;5431.0;4.563;0.843
CONFIRMED;28.08185982;4.5288;1840.3;3.63;17.52;522.0;5431.0;4.563;0.843
CONFIRMED;23.66834635;5.8297;449.4;2.32;47.11;668.0;5979.0;4.394;1.005
CONFIRMED;10.08881066;1.7726;1995.9;4.71;68.62;734.0;5431.0;4.563;0.843
CANDIDATE;60.458443;8.43;175.2;1.59;16.14;511.0;5865.0;4.297;1.181
FALSE POSITIVE;6.97106919;3.9125;452.8;2.07;189.16;946.0;5871.0;4.493;0.983
CONFIRMED;1.311842968;1.7876;245.1;1.43;1410.6;1562.0;5569.0;4.474;0.927
FALSE POSITIVE;38.13853099;3.8617;1230.2;68.75;137.15;873.0;6481.0;3.861;2.343
CONFIRMED;14.58649856;4.0249;378.7;2.45;124.89;852.0;6063.0;4.29;1.191
CANDIDATE;8.0292018;3.462;65.6;0.99;276.27;1040.0;6063.0;4.29;1.191
FALSE POSITIVE;1.05569286;1.289;37.5;0.45;898.72;1395.0;4955.0;4.561;0.751
CONFIRMED;7.75192755;3.5413;407.3;1.89;124.47;852.0;5604.0;4.52;0.912
CONFIRMED;31.80475991;8.699;360.6;2.99;45.9;664.0;5867.0;4.235;1.356
CONFIRMED;16.2580276;6.375;47.0;0.92;112.41;830.0;5867.0;4.235;1.356
CONFIRMED;8.600153929;9.0015;4510.2;26.52;1986.75;1703.0;6093.0;3.475;3.913
FALSE POSITIVE;3.719809197;3.5317;2958.2;87.21;2912.21;1873.0;6284.0;3.813;2.348
FALSE POSITIVE;0.73975345;4.2;481.8;2.09;2580.0;1818.0;5271.0;4.436;0.935
FALSE POSITIVE;1.612249049;4.235;154.0;50.98;12788.25;2713.0;6732.0;3.793;2.569
FALSE POSITIVE;44.258173075;7.58264;20542.0;37.38;120.38;845.0;6544.0;3.839;2.326
FALSE POSITIVE;3.05933906;1.7332;1169.2;36.0;999.16;1434.0;6238.0;4.337;1.116
FALSE POSITIVE;0.624677585;2.411;37.3;1.28;87591.59;4391.0;9653.0;4.191;1.996
FALSE POSITIVE;0.759763198;3.083;202.5;1.2;2227.19;1752.0;5520.0;4.572;0.818
FALSE POSITIVE;372.37369;12.33;666.1;2.68;1.2;267.0;6109.0;4.455;1.029
CONFIRMED;126.55719;8.079;366.4;4.59;17.85;524.0;6501.0;4.054;1.854
FALSE POSITIVE;12.435190544;3.8305;71.9;0.52;20.93;545.0;4756.0;4.676;0.62
CONFIRMED;20.0983676;5.207;157.8;1.58;85.34;775.0;6053.0;4.279;1.26
FALSE POSITIVE;85.112898;2.503;513.8;2.21;7.48;422.0;6018.0;4.485;0.975
CANDIDATE;2.41750021;4.33;58.2;1.19;1221.36;1507.0;5575.0;4.189;1.308
CANDIDATE;4.03357434;5.886;66.2;1.23;616.04;1270.0;5575.0;4.189;1.308
FALSE POSITIVE;0.504426087;1.6276;614.5;33.96;7077.76;2339.0;6043.0;4.452;0.901
CANDIDATE;7.66462913;3.614;114.1;1.6;353.31;1106.0;5640.0;4.087;1.515
CONFIRMED;9.6887216;2.0;655.5;3.09;250.25;1014.0;6457.0;4.358;1.196
CONFIRMED;19.597317;4.508;1014.1;3.78;47.9;671.0;5569.0;4.368;1.019
CONFIRMED;13.06243545;3.244;464.3;1.36;18.25;527.0;4522.0;4.615;0.655
FALSE POSITIVE;0.793663156;0.8244;186.2;1.14;1600.85;1614.0;5077.0;4.533;0.825
FALSE POSITIVE;2.81401302;5.801;55.7;1.51;2081.51;1723.0;5541.0;3.869;1.967
CONFIRMED;3.74031708;2.394;165.6;1.38;646.81;1287.0;6260.0;4.433;1.063
FALSE POSITIVE;0.851678507;2.028;67.9;0.85;2698.28;1840.0;5403.0;4.389;1.029
FALSE POSITIVE;205.30627;7.86;671.0;2.48;2.29;314.0;6045.0;4.494;0.955
FALSE POSITIVE;0.978046982;2.6137;838.8;129.67;23083.37;3146.0;5100.0;3.368;4.569
FALSE POSITIVE;1.332566763;4.001;384.9;1.49;713.45;1318.0;5134.0;4.599;0.752
FALSE POSITIVE;1.89131005;5.687;155.6;6.4;1507.16;1590.0;5706.0;4.255;1.12
CONFIRMED;0.692978457;1.1366;61.0;2.24;24240.83;3186.0;6105.0;3.805;2.304
FALSE POSITIVE;87.140633;18.11;;;11.37;;;;
FALSE POSITIVE;185.53285;31.46;877.0;28.39;1.96;302.0;5817.0;4.544;0.87
FALSE POSITIVE;0.885131111;3.377;93.2;0.9;2579.83;1818.0;5904.0;4.543;0.867
FALSE POSITIVE;1.85447373;2.665;306.8;1.33;527.79;1221.0;5341.0;4.609;0.743
CANDIDATE;0.487656278;1.0129;109.8;0.99;6647.8;2299.0;5957.0;4.506;0.937
FALSE POSITIVE;0.502622858;3.085;146.0;1.41;8838.66;2478.0;6029.0;4.385;1.098
CONFIRMED;31.8055128;3.979;141.7;0.63;4.84;378.0;4729.0;4.726;0.525
CANDIDATE;3.25424652;5.378;82.1;0.96;521.81;1220.0;5692.0;4.421;1.004
CONFIRMED;3.50472344;1.9464;90.7;0.8;254.49;1019.0;5115.0;4.477;0.854
CONFIRMED;124.827797;6.479;647.5;2.57;3.56;350.0;5349.0;4.353;1.032
CANDIDATE;11.9294568;3.193;132.3;1.05;95.42;797.0;5975.0;4.48;0.9
FALSE POSITIVE;0.786260569;4.556;877.1;15.72;477.45;1192.0;4223.0;4.681;0.557
FALSE POSITIVE;0.597934463;3.1225;515.0;23.2;4834.45;2126.0;6052.0;4.539;0.863
FALSE POSITIVE;360.76458;21.22;383.7;60.3;0.52;216.0;5513.0;4.616;0.724
FALSE POSITIVE;2.15292788;3.043;41.4;1.02;2708.61;1841.0;5851.0;3.969;1.555
FALSE POSITIVE;2.61585431;6.519;169.8;1.28;803.03;1358.0;6131.0;4.497;0.945
CANDIDATE;9.54699216;5.063;143.0;1.71;232.24;996.0;6274.0;4.357;1.232
CANDIDATE;14.708641;5.394;130.6;1.82;130.5;862.0;6274.0;4.357;1.232
CONFIRMED;31.3351094;6.071;264.9;1.99;46.53;666.0;6404.0;4.393;1.142
FALSE POSITIVE;1.061002863;1.962;142.4;1.06;1883.03;1679.0;5767.0;4.538;0.881
FALSE POSITIVE;363.35755;19.85;395.3;3.45;2.05;305.0;5086.0;3.89;1.783
FALSE POSITIVE;0.924821319;2.594;122.4;1.1;3514.31;1963.0;6135.0;4.455;0.974
FALSE POSITIVE;4.4697452;5.33;241.5;2.43;574.11;1248.0;6102.0;4.316;1.125
CONFIRMED;214.881456;9.581;759.2;2.68;1.59;286.0;5323.0;4.378;0.995
FALSE POSITIVE;122.906853;15.97;819.7;3.55;3.08;338.0;5692.0;4.547;0.866
FALSE POSITIVE;12.422216754;6.5533;54.5;0.8;131.73;864.0;6231.0;4.424;1.084
CONFIRMED;4.85018974;5.676;64.5;1.1;344.04;1098.0;6032.0;4.485;0.973
FALSE POSITIVE;383.43595;11.059;1228.0;2.53;0.5;214.0;5576.0;4.615;0.729
CONFIRMED;3.82315697;2.388;47.2;0.77;638.38;1282.0;6202.0;4.422;1.122
FALSE POSITIVE;0.842336445;1.519;80.1;0.9;3367.24;1941.0;5765.0;4.415;0.998
FALSE POSITIVE;339.42934084;7.5;;;;;;;
CANDIDATE;13.6032081;2.592;180.5;0.75;5.85;397.0;3780.0;4.746;0.511
FALSE POSITIVE;0.914468919;2.695;3426.3;36.84;2978.16;1884.0;5762.0;4.415;0.989
FALSE POSITIVE;1.54039744;1.787;127.6;1.08;1267.95;1520.0;5649.0;4.421;0.884
CONFIRMED;8.45805119;2.998;258.7;2.52;367.05;1117.0;6172.0;4.198;1.471
CONFIRMED;101.1107014;8.029;878.1;1.61;0.65;229.0;4133.0;4.705;0.561
FALSE POSITIVE;0.907943645;1.9144;1028.9;49.37;5715.61;2219.0;6434.0;4.354;1.166
FALSE POSITIVE;94.446856;7.502;436.4;7.13;32.93;611.0;5780.0;3.729;2.478
FALSE POSITIVE;0.92565941;1.488;30.0;0.88;7600.86;2383.0;6058.0;4.135;1.612
FALSE POSITIVE;0.537110149;1.7976;92.0;32.19;24545.75;3195.0;5395.0;3.739;2.537
CONFIRMED;9.84262076;1.6018;626.4;2.41;97.62;801.0;5585.0;4.49;0.972
FALSE POSITIVE;2.99194823;4.39;99.6;0.78;255.16;1019.0;5269.0;4.62;0.727
CONFIRMED;62.3026877;7.509;859.3;3.05;10.05;454.0;5688.0;4.415;0.971
CONFIRMED;72.3826983;8.279;366.4;4.21;25.83;575.0;5508.0;3.897;1.988
FALSE POSITIVE;360.33012;15.16;1022.0;2.34;0.38;200.0;5054.0;4.606;0.74
FALSE POSITIVE;0.566803149;1.643;246.0;1.93;7612.11;2380.0;6147.0;4.435;1.096
FALSE POSITIVE;15.3466028;4.966;238.5;3.64;480.12;1194.0;6771.0;3.934;2.259
CANDIDATE;7.23531329;3.338;112.2;1.53;501.36;1207.0;6422.0;4.219;1.421
FALSE POSITIVE;0.531106622;3.0293;5133.6;7.54;2371.49;1781.0;4978.0;4.539;0.762
FALSE POSITIVE;1.332547503;4.521;130.3;1.23;2062.92;1719.0;6077.0;4.471;0.999
CONFIRMED;225.585245;11.166;754.9;3.71;3.48;348.0;5929.0;4.243;1.363
CONFIRMED;24.4972683;5.43;449.1;2.74;64.25;722.0;6392.0;4.399;1.162
FALSE POSITIVE;4.20253859;5.389;31.5;0.71;394.08;1136.0;5596.0;4.343;1.015
FALSE POSITIVE;0.535578808;1.7973;193.6;33.97;16161.27;2870.0;6610.0;4.264;1.313
FALSE POSITIVE;0.89486317;2.657;172.0;1.19;2296.25;1764.0;5764.0;4.548;0.863
CANDIDATE;64.1862264;8.485;507.3;8.0;116.97;839.0;6951.0;3.766;2.758
CONFIRMED;4.62602867;0.643;346.9;1.65;247.34;1012.0;5834.0;4.566;0.797
CONFIRMED;8.93484887;2.579;135.9;1.83;377.25;1124.0;6688.0;4.304;1.347
FALSE POSITIVE;7.04716175;2.693;150.8;1.1;105.1;817.0;5496.0;4.592;0.776
FALSE POSITIVE;368.71479;16.46;1210.0;91.06;0.73;236.0;5716.0;4.544;0.872
CANDIDATE;4.93211932;3.144;50.5;1.02;837.01;1372.0;6422.0;4.219;1.421
CANDIDATE;4.85819429;5.356;76.3;2.04;1904.91;1685.0;6109.0;3.78;2.326
FALSE POSITIVE;119.0192648;8.1;1977.0;4.44;3.53;350.0;5754.0;4.534;0.905
CONFIRMED;8.40693068;1.866;167.1;1.95;285.67;1048.0;5365.0;4.02;1.533
CANDIDATE;3.39904814;2.922;69.6;0.81;477.15;1191.0;5766.0;4.444;0.929
FALSE POSITIVE;0.974479091;1.866;221.2;1.19;1239.32;1513.0;5043.0;4.502;0.819
FALSE POSITIVE;3.57017774;4.473;79.6;57.36;331478.01;6119.0;3812.0;0.93;69.001
FALSE POSITIVE;1.10601182;2.577;52.9;0.77;3093.39;1903.0;6241.0;4.45;1.031
FALSE POSITIVE;6.873655305;3.5415;181.3;1.21;159.51;906.0;5668.0;4.492;0.912
CONFIRMED;0.626281766;1.1812;433.1;1.76;2011.27;1711.0;4922.0;4.505;0.823
CANDIDATE;1.183505016;1.275;116.6;0.8;658.87;1293.0;4832.0;4.592;0.746
CONFIRMED;2.790643481;0.6871;202.0;0.99;104.74;816.0;4353.0;4.681;0.603
CONFIRMED;0.971915957;1.6023;73.7;0.79;1591.27;1609.0;5196.0;4.458;0.889
CONFIRMED;3.03196812;1.723;81.5;0.9;614.2;1269.0;5755.0;4.402;0.993
FALSE POSITIVE;1.2940561;0.97;51.2;5.27;93976.84;4465.0;6635.0;3.092;7.146
FALSE POSITIVE;0.53936593;5.434;145.0;9.19;149399.93;5016.0;6341.0;3.301;5.302
FALSE POSITIVE;0.643703667;0.801;172.0;1.48;7305.66;2358.0;6161.0;4.362;1.114
CANDIDATE;15.9042402;2.093;444.8;3.79;131.11;863.0;5583.0;4.077;1.53
FALSE POSITIVE;0.735146413;5.053;275.4;168.34;195250.9;5366.0;6611.0;3.112;7.435
FALSE POSITIVE;0.827351796;2.1885;44.7;0.9;5583.73;2208.0;5609.0;4.141;1.31
CANDIDATE;4.16288745;0.678;391.7;1.32;80.23;763.0;4478.0;4.615;0.651
FALSE POSITIVE;0.618952198;2.8244;8324.1;4.96;14.29;497.0;2661.0;5.283;0.116
FALSE POSITIVE;1.31723412;7.284;422.7;125.56;211468.1;5471.0;6740.0;2.816;12.08
CANDIDATE;4.44902309;1.373;88.9;0.55;56.19;699.0;4353.0;4.681;0.603
CANDIDATE;1.121733366;1.032;84.3;2.39;7641.15;2384.0;5023.0;3.682;2.571
CONFIRMED;4.95060632;1.719;309.5;1.28;145.23;885.0;5431.0;4.623;0.717
FALSE POSITIVE;379.08202;33.87;1609.1;23.99;0.97;253.0;5982.0;4.493;0.96
FALSE POSITIVE;366.31509;12.41;336.0;2.87;3.65;353.0;6705.0;4.16;1.524
FALSE POSITIVE;0.536544193;2.918;159.5;0.9;2199.75;1745.0;5041.0;4.597;0.728
CONFIRMED;1.005205893;1.63;97.5;0.85;1893.23;1682.0;5718.0;4.549;0.863
FALSE POSITIVE;43.796785;18.84;256.3;20.79;20.4;542.0;6109.0;4.432;0.941
FALSE POSITIVE;0.952371227;3.926;352.5;21.96;2885.01;1870.0;6086.0;4.511;0.921
FALSE POSITIVE;1.089088292;1.8599;141.7;1.28;3167.63;1914.0;6194.0;4.445;1.069
FALSE POSITIVE;1.1518407;2.53;;;;;;;
FALSE POSITIVE;7.7553808;22.321;839.6;22.2;107.76;822.0;5607.0;4.539;0.766
FALSE POSITIVE;0.730949487;2.367;87.3;1.27;6730.38;2311.0;6238.0;4.365;1.191
CONFIRMED;3.95116635;2.566;60.9;0.83;427.07;1160.0;5574.0;4.354;1.065
CONFIRMED;2.89223998;2.521;44.3;0.7;647.55;1287.0;5574.0;4.354;1.065
FALSE POSITIVE;0.991552822;1.135;607.2;37.93;10148.8;2558.0;5908.0;3.888;1.862
FALSE POSITIVE;1.89124187;4.415;105.8;0.93;698.9;1312.0;5285.0;4.474;0.927
CANDIDATE;3.79437277;2.289;83.2;1.36;865.53;1383.0;5455.0;4.025;1.507
CONFIRMED;184.77271;9.568;951.4;2.41;1.21;268.0;5273.0;4.566;0.801
FALSE POSITIVE;392.49728;10.53;1062.0;2.82;0.68;232.0;5737.0;4.544;0.872
CANDIDATE;363.41165;14.79;961.7;3.14;1.12;263.0;6025.0;4.472;0.999
CONFIRMED;59.284064;5.42;424.4;1.81;6.14;401.0;5225.0;4.505;0.859
CONFIRMED;6.96704926;3.73;213.7;6.14;2341.58;1774.0;6303.0;3.595;3.53
FALSE POSITIVE;8.8109721;4.822;24048.0;47.94;142.58;881.0;5780.0;4.438;1.0
CONFIRMED;168.81133;6.582;614.4;1.69;0.8;241.0;4798.0;4.62;0.707
CONFIRMED;67.968656;7.948;321.8;1.71;9.09;443.0;5670.0;4.387;0.95
CANDIDATE;215.956008;10.425;392.7;3.36;4.03;361.0;6163.0;4.27;1.313
FALSE POSITIVE;2.15681538;5.115;106.5;1.06;1114.9;1473.0;6084.0;4.45;0.983
FALSE POSITIVE;0.708563091;6.347;414.5;15.38;1501.41;1587.0;5271.0;4.669;0.648
CANDIDATE;2.00870696;4.87;53.5;0.55;542.87;1232.0;5341.0;4.526;0.759
FALSE POSITIVE;366.24282;15.76;733.7;2.4;0.75;237.0;5713.0;4.541;0.893
FALSE POSITIVE;1.33256418;4.701;162.3;0.81;602.26;1262.0;5157.0;4.641;0.62
CANDIDATE;0.655939788;1.318;73.0;1.48;7986.43;2411.0;4968.0;3.924;1.755
FALSE POSITIVE;12.4258833;24.83;93.6;2.19;242.04;1006.0;5611.0;3.933;1.632
FALSE POSITIVE;1.387838134;2.252;136.8;1.24;2378.53;1783.0;6273.0;4.442;1.044
FALSE POSITIVE;0.678349364;3.092;486.0;19.06;2737.73;1844.0;5569.0;4.566;0.829
FALSE POSITIVE;1.022028468;8.866;1344.5;26.91;1755.39;1649.0;5445.0;4.456;0.855
FALSE POSITIVE;0.72359699;1.326;495.6;6.73;114645.28;4699.0;8855.0;3.818;2.858
FALSE POSITIVE;1.6156052;14.55;1582.0;34.69;5539.33;2202.0;6770.0;4.15;1.623
FALSE POSITIVE;1.8913182;4.374;202.3;0.9;221.36;983.0;4476.0;4.627;0.633
FALSE POSITIVE;494.165759;2.239;1440.0;4.5;1.17;265.0;6392.0;4.399;1.162
FALSE POSITIVE;2.43585046;2.088;60.5;2.6;9880.82;2544.0;6501.0;3.613;3.247
